fecha_fact;fact;fact_pos;canal;ID;denominacion_1;valor;servicio;descservicio;tiposervicio;tipopres
19/09/2023;127540;10;VA;80004254;EMP;437500.0;Bienestar;Bienestar personas;VentaInterna;Normal
10/11/2023;108124;40;VA;89098535;EMP;278905.0;SedeExterna;Vivencias;VentaInterna;Normal
18/08/2023;118909;10;VA;80017038;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/10/2023;129414;110;VA;90153046;EMP;39916.0;SedeExterna;Vivencias;VentaInterna;Especial
28/12/2023;142753;30;VA;81102986;T.A.;331500.0;SedeExterna;Vivencias;VentaInterna;Normal
19/09/2023;127323;50;VA;90120903;EMP;8300.0;Bienestar;Bienestar Emp;VentaInterna;Normal
5/12/2023;145152;10;VA;90049006;EMP;145200.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/09/2023;126923;20;VA;90036073;EMP;48400.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/09/2023;127169;10;VA;90056359;EMP;96800.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/11/2023;8707;10;CT;90056359;T.A.;486000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
20/12/2023;137343;20;VA;90059043;EMP;424744.0;Bienestar;Bienestar personas;VentaInterna;Especial
1/06/2023;94768;10;VA;90087821;EMP;1177400.0;Bienestar;Bienestar personas;VentaInterna;Especial
12/12/2023;142672;30;VA;89098535;EMP;353838.0;SedeExterna;Vivencias;VentaInterna;Especial
20/10/2023;133056;10;CT;83006453;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/07/2023;112791;10;VA;81100006;EMP;891000.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/09/2023;127105;30;VA;90017358;EMP;87400.0;Bienestar;Bienestar personas;VentaInterna;Normal
29/06/2023;107619;10;VA;80005670;EMP;525000.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/09/2023;127323;110;VA;90120903;EMP;65600.0;Bienestar;Bienestar personas;VentaInterna;Normal
11/12/2023;144791;10;VA;81102986;EMP;18800.0;Bienestar;Bienestar Emp;VentaInterna;Normal
8/08/2023;115367;10;VA;80025425;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/11/2023;135235;40;VA;90043241;EMP;167233.0;SedeExterna;Vivencias;VentaInterna;Especial
31/10/2023;136992;10;CT;80005670;EMP;591000.0;Bienestar;Bienestar personas;VentaInterna;Normal
10/11/2023;8592;10;VA;90153046;EMP;103000.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/12/2023;144995;10;VA;90098377;EMP;145200.0;Bienestar;Bienestar personas;VentaInterna;Normal
16/11/2023;137513;20;VA;81102224;T.A.;66700.0;Bienestar;Bienestar personas;VentaInterna;Normal
10/08/2023;114895;10;VA;90097976;EMP;1127000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
1/06/2023;101492;10;VA;83010769;T.A.;745200.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/09/2023;126988;40;VA;89093385;EMP;18800.0;Bienestar;Bienestar Emp;VentaInterna;Normal
18/09/2023;126910;10;VA;81100006;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
11/09/2023;122353;20;CT;90118636;EMP;2320000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
10/08/2023;113598;20;VA;90163036;EMP;84000.0;Ahorro;Seguros;VentaInterna;Especial
28/12/2023;141520;10;VA;90036983;EMP;2842000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
30/08/2023;121496;20;CT;89092274;EMP;962100.0;CES;CES Educa;VentaInterna;Especial
17/07/2023;101939;20;CT;90098748;EMP;1510000.0;Bienestar;Bienestar Emp;VentaInterna;Normal
19/12/2023;148935;10;VA;81102986;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
2/10/2023;125646;10;CT;81102224;EMP;1211100.0;Bienestar;Bienestar personas;VentaInterna;Especial
6/09/2023;122509;30;CT;90047572;T.A.;204000.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/08/2023;120915;10;VA;80008918;EMP;397200.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/09/2023;127323;100;VA;90120903;EMP;65600.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/07/2023;112628;10;VA;90124513;EMP;164000.0;Bienestar;Bienestar personas;VentaInterna;Normal
26/10/2023;129729;20;VA;90044420;EMP;130000.0;SedeExterna;Vivencias;VentaExterna;Especial
20/12/2023;137343;10;VA;90059043;EMP;318558.0;Bienestar;Bienestar personas;VentaInterna;Normal
26/10/2023;126114;40;VA;90124009;EMP;327600.0;Bienestar;Bienestar Emp;VentaInterna;Normal
25/10/2023;134345;150;VA;90057518;EMP;8700.0;Bienestar;Bienestar Emp;VentaInterna;Normal
25/08/2023;119490;10;VA;81101355;EMP;313500.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/10/2023;134345;60;VA;90057518;EMP;49700.0;Bienestar;Bienestar Emp;VentaInterna;Normal
31/10/2023;134601;50;VA;90120903;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/09/2023;127407;10;VA;90049006;EMP;96800.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/08/2023;121191;10;VA;90052796;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/10/2023;134345;130;VA;90057518;EMP;12900.0;Bienestar;Bienestar Emp;VentaInterna;Normal
9/11/2023;137514;10;VA;81102224;T.A.;18100.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/12/2023;144893;130;VA;90038012;EMP;65600.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/11/2023;135935;30;VA;90090278;T.A.;24000.0;Escuela;CES Emp;VentaInterna;Normal
27/11/2023;137637;10;CT;10412298;EMP;3886000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
20/11/2023;135627;30;VA;80002162;EMP;174504.0;SedeExterna;Vivencias;VentaInterna;Especial
9/11/2023;133734;10;VA;90021539;EMP;527200.0;Bienestar;Bienestar personas;VentaInterna;Especial
16/08/2023;118563;10;VA;81103886;T.A.;157800.0;Bienestar;Bienestar personas;VentaInterna;Normal
24/08/2023;102039;20;CT;81101650;EMP;412000.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/07/2023;111818;10;VA;89092202;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/11/2023;143494;10;VA;89092202;T.A.;126000.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/11/2023;141422;20;VA;80004254;EMP;206000.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142378;10;VA;90098377;EMP;48400.0;Bienestar;Bienestar personas;VentaInterna;Normal
1/11/2023;136493;10;CT;80017038;EMP;196000.0;Bienestar;Bienestar personas;VentaInterna;Normal
11/12/2023;144552;40;VA;81102224;T.A.;78900.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/07/2023;112236;30;VA;81102986;EMP;18800.0;Bienestar;Bienestar Emp;VentaInterna;Normal
19/12/2023;148833;10;VA;80019279;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142469;30;VA;90120903;EMP;9900.0;Bienestar;Bienestar Emp;VentaInterna;Normal
19/09/2023;127323;90;VA;90120903;EMP;8700.0;Bienestar;Bienestar Emp;VentaInterna;Normal
10/11/2023;136340;20;VA;90007908;T.A.;586500.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
1/09/2023;113822;20;VA;81103019;EMP;360000.0;Escuela;CES Emp;VentaInterna;Normal
20/12/2023;149497;20;VA;90059043;EMP;1274232.0;Bienestar;Bienestar personas;VentaInterna;Especial
20/11/2023;126583;10;VA;90094120;EMP;595800.0;Bienestar;Bienestar personas;VentaInterna;Especial
26/12/2023;144537;20;CT;90033066;EMP;130000.0;SedeExterna;Vivencias;VentaExterna;Especial
12/07/2023;111805;10;CT;90047572;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
29/11/2023;133156;20;CT;89090703;EMP;234200.0;CES;CES Emp;VentaInterna;Normal
26/10/2023;128590;10;VA;80011782;T.A.;170800.0;Bienestar;Bienestar personas;VentaInterna;Normal
3/10/2023;127609;10;VA;90042959;EMP;350000.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/09/2023;126982;10;VA;90001474;EMP;63900.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/12/2023;142753;10;VA;81102986;T.A.;1603700.0;SedeExterna;Vivencias;VentaInterna;Normal
19/07/2023;112600;50;VA;90124009;EMP;127800.0;Bienestar;Bienestar personas;VentaInterna;Normal
4/07/2023;7904;30;CT;80011677;T.A.;10000.0;SedeExterna;Vivencias;VentaExterna;Especial
1/09/2023;8259;20;CT;90016172;T.A.;152200.0;Escuela;Idiomas;VentaInterna;Normal
19/10/2023;133431;20;VA;81103886;T.A.;78900.0;Bienestar;Bienestar personas;VentaInterna;Normal
6/09/2023;122541;10;VA;90098377;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/10/2023;129641;10;CT;81103019;EMP;360000.0;Escuela;CES Emp;VentaInterna;Normal
27/12/2023;143651;10;VA;90049006;EMP;1960000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
16/11/2023;137513;10;VA;81102224;T.A.;36200.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/12/2023;144839;10;VA;89093385;EMP;48400.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/07/2023;101830;10;VA;80011782;T.A.;85000.0;Ahorro;CES Emp;VentaInterna;Normal
7/12/2023;146337;10;VA;90100460;EMP;1905300.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/12/2023;144641;10;VA;80011782;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/09/2023;115275;50;CT;81104720;EMP;1127000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
18/09/2023;126215;20;VA;81100403;EMP;51500.0;Bienestar;Bienestar personas;VentaInterna;Normal
29/06/2023;107655;10;VA;80009002;T.A.;71700.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/09/2023;125942;30;CT;90056359;EMP;541164.0;SedeExterna;Vivencias;VentaInterna;Especial
11/12/2023;144552;30;VA;81102224;T.A.;291200.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/12/2023;135727;20;CT;81102640;EMP;502000.0;SedeExterna;Vivencias;VentaInterna;Especial
14/12/2023;146593;10;VA;90034319;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/06/2023;101805;10;VA;81102224;T.A.;115100.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/07/2023;8060;10;CT;90128795;EMP;2764050.0;SedeExterna;Vivencias;VentaInterna;Normal
1/09/2023;113822;10;VA;81103019;EMP;360000.0;Escuela;CES Emp;VentaInterna;Normal
13/12/2023;8804;40;VA;90093130;EMP;1417500.0;SedeExterna;Vivencias;VentaInterna;Normal
25/07/2023;114032;10;VA;90036827;EMP;2117000.0;Bienestar;Bienestar personas;VentaInterna;Normal
30/11/2023;101429;10;VA;90057518;EMP;891000.0;Bienestar;Bienestar personas;VentaInterna;Normal
2/11/2023;137312;10;VA;89093385;EMP;728400.0;CES;CES Educa;VentaInterna;Especial
4/12/2023;137126;10;VA;81101245;EMP;1165136.0;SedeExterna;Vivencias;VentaInterna;Especial
29/06/2023;7896;10;VA;81100403;EMP;612500.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/10/2023;135111;10;CT;81102980;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/08/2023;121304;10;VA;90087821;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
13/09/2023;126356;10;VA;80025425;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/10/2023;136381;10;CT;90117444;EMP;4022300.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/12/2023;148974;50;VA;90038012;EMP;9900.0;Bienestar;Bienestar Emp;VentaInterna;Normal
15/06/2023;106644;10;CT;81102980;EMP;1270200.0;Bienestar;Bienestar personas;VentaInterna;Normal
29/09/2023;8386;10;VA;90100460;EMP;2117000.0;Bienestar;Bienestar personas;VentaInterna;Normal
10/11/2023;127574;30;VA;90015364;EMP;592118.0;SedeExterna;Vivencias;VentaInterna;Normal
5/06/2023;101903;10;VA;90100460;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
13/12/2023;141672;20;VA;81103886;T.A.;9000.0;Bienestar;Bienestar personas;VentaInterna;Normal
4/07/2023;7904;40;CT;80011677;T.A.;530938.0;SedeExterna;Vivencias;VentaExterna;Especial
25/10/2023;129414;60;VA;90153046;T.A.;130000.0;SedeExterna;Vivencias;VentaExterna;Normal
28/09/2023;126324;10;CT;90022991;EMP;989400.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/11/2023;126220;10;VA;90026385;EMP;1442000.0;Escuela;CES Emp;VentaInterna;Normal
19/09/2023;126913;10;VA;80008918;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/10/2023;133590;10;CT;89098475;EMP;444000.0;SedeExterna;Sede Interna Emp;VentaInterna;Especial
16/11/2023;137513;30;VA;81102224;T.A.;78900.0;Bienestar;Bienestar personas;VentaInterna;Normal
16/08/2023;120046;10;VA;90062588;EMP;666200.0;CES;CES Educa;VentaInterna;Especial
28/09/2023;119934;10;VA;90090259;EMP;1377400.0;Bienestar;Bienestar personas;VentaInterna;Especial
28/07/2023;8059;40;CT;90128795;EMP;25120.0;SedeExterna;Vivencias;VentaExterna;Especial
18/08/2023;119086;10;VA;90017358;EMP;524800.0;Bienestar;Bienestar personas;VentaInterna;Normal
26/06/2023;107466;10;CT;90021024;EMP;635100.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/07/2023;111783;10;CT;90038811;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/12/2023;145717;10;VA;90100515;EMP;1603500.0;SedeExterna;Vivencias 2;VentaInterna;Normal
16/08/2023;119896;20;VA;90092480;EMP;309000.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/07/2023;8059;20;CT;90128795;T.A.;80000.0;SedeExterna;Vivencias;VentaExterna;Especial
18/09/2023;127105;20;VA;90017358;EMP;63900.0;Bienestar;Bienestar personas;VentaInterna;Normal
10/08/2023;118447;10;VA;81102986;T.A.;18000.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/10/2023;129414;40;VA;90153046;EMP;319924.0;SedeExterna;Vivencias;VentaInterna;Especial
29/09/2023;121182;10;VA;90026385;EMP;295800.0;Ahorro;CES Emp;VentaInterna;Normal
13/12/2023;143897;10;CT;90068877;EMP;508929.0;SedeExterna;Vivencias;VentaInterna;Especial
16/12/2023;999999;10;TU;89091406;;3726000.0;SedeExterna;Viaje;VentaInterna;Normal
20/10/2023;133222;10;VA;81101355;EMP;62700.0;Bienestar;Bienestar personas;VentaInterna;Normal
30/10/2023;136671;10;VA;90052796;EMP;396600.0;CES;CES Educa;VentaInterna;Especial
10/08/2023;113598;10;VA;90163036;EMP;91200.0;Ahorro;Seguros;VentaInterna;Normal
20/11/2023;142469;20;VA;90120903;EMP;8300.0;Bienestar;Bienestar Emp;VentaInterna;Normal
29/09/2023;129099;20;VA;90076533;EMP;49895.0;SedeExterna;Vivencias;VentaInterna;Especial
24/10/2023;134801;10;CT;90146669;EMP;1372000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
20/12/2023;149496;20;VA;90059043;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
1/12/2023;136197;20;CT;89092818;T.A.;20000.0;SedeExterna;Vivencias;VentaExterna;Especial
18/08/2023;118952;30;VA;89093385;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/10/2023;129414;20;VA;90153046;EMP;1191784.0;SedeExterna;Vivencias;VentaInterna;Especial
30/11/2023;135226;10;VA;90001875;EMP;2501900.0;Bienestar;Bienestar personas;VentaInterna;Especial
15/06/2023;105975;260;VA;90038012;EMP;48400.0;Bienestar;Bienestar personas;VentaInterna;Normal
13/07/2023;111898;10;CT;90007908;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/06/2023;107718;10;CT;90021024;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
6/09/2023;122629;10;VA;90098377;T.A.;20500.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/10/2023;134027;10;VA;81102640;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/10/2023;135299;20;VA;89098048;EMP;566500.0;Bienestar;Bienestar personas;VentaInterna;Normal
15/11/2023;92282;60;VA;89092202;EMP;219400.0;Escuela;CES Emp;VentaInterna;Normal
24/07/2023;113415;10;VA;80005670;EMP;875000.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/08/2023;999999;10;TU;80024892;;395862.0;SedeExterna;Viaje;VentaInterna;Normal
11/08/2023;8139;20;VA;90097976;T.A.;80000.0;SedeExterna;Vivencias;VentaExterna;Especial
11/12/2023;145259;10;VA;81103019;T.A.;27000.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/08/2023;120847;10;VA;90042959;EMP;350000.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/10/2023;122654;20;VA;90049821;EMP;120000.0;SedeExterna;Vivencias;VentaExterna;Especial
1/06/2023;101492;30;VA;83010769;T.A.;51000.0;Bienestar;Bienestar personas;VentaInterna;Normal
22/08/2023;119422;100;VA;90130238;EMP;532400.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/10/2023;122654;40;VA;90049821;EMP;313171.0;SedeExterna;Vivencias;VentaExterna;Especial
23/08/2023;120793;10;CT;81102980;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
16/11/2023;126388;10;VA;90016172;EMP;1639000.0;Bienestar;Bienestar personas;VentaInterna;Normal
16/11/2023;120211;20;VA;90005035;EMP;521341.0;SedeExterna;Vivencias;VentaInterna;Especial
22/11/2023;142926;20;VA;83006453;T.A.;95700.0;Bienestar;Bienestar personas;VentaInterna;Normal
30/10/2023;136731;10;VA;90036827;EMP;2117000.0;Bienestar;Bienestar personas;VentaInterna;Normal
15/06/2023;105975;70;VA;90038012;EMP;131200.0;Bienestar;Bienestar personas;VentaInterna;Normal
30/10/2023;135372;20;CT;89090871;EMP;130878.0;SedeExterna;Vivencias;VentaInterna;Especial
16/08/2023;114975;10;CT;80008918;EMP;534500.0;SedeExterna;Vivencias 2;VentaInterna;Normal
18/08/2023;119317;10;VA;90124513;EMP;98400.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142285;130;VA;90057518;EMP;8700.0;Bienestar;Bienestar Emp;VentaInterna;Normal
7/07/2023;108284;80;VA;90062588;EMP;32500.0;Bienestar;Bienestar personas;VentaInterna;Especial
24/10/2023;121603;10;CT;90146669;EMP;891000.0;Bienestar;Bienestar personas;VentaInterna;Normal
16/11/2023;111614;10;CT;90142129;EMP;891000.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/10/2023;135247;10;VA;90124009;EMP;806700.0;CES;CES Educa;VentaInterna;Especial
18/08/2023;118718;10;VA;89090703;EMP;98400.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/12/2023;145289;10;CT;90047572;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
30/11/2023;143857;10;VA;90034319;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/09/2023;121602;10;CT;90146669;EMP;891000.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/10/2023;133953;10;VA;81102986;EMP;193600.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/07/2023;114624;10;CT;81103883;EMP;171400.0;CES;CES Educa;VentaInterna;Especial
28/06/2023;107608;20;VA;89090871;EMP;1400000.0;Bienestar;Bienestar personas;VentaInterna;Normal
26/09/2023;113087;50;VA;83010769;EMP;219400.0;Escuela;CES Emp;VentaInterna;Normal
15/06/2023;105975;60;VA;90038012;EMP;8700.0;Bienestar;Bienestar Emp;VentaInterna;Normal
7/07/2023;108193;30;VA;81103886;T.A.;18100.0;Bienestar;Bienestar personas;VentaInterna;Normal
13/09/2023;122650;10;VA;81102986;T.A.;9000.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/09/2023;122354;10;VA;90092480;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/07/2023;114573;10;VA;90098377;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
24/10/2023;135304;10;VA;90092480;EMP;350000.0;Bienestar;Bienestar personas;VentaInterna;Normal
21/12/2023;143239;10;CT;90122207;EMP;2057388.0;SedeExterna;Vivencias;VentaInterna;Especial
17/11/2023;140721;110;VA;90104019;T.A.;115100.0;Bienestar;Bienestar personas;VentaInterna;Normal
26/10/2023;129729;40;VA;90044420;EMP;452000.0;SedeExterna;Vivencias;VentaExterna;Especial
13/12/2023;143897;30;CT;90068877;EMP;1156017.0;SedeExterna;Vivencias;VentaInterna;Normal
5/12/2023;144893;30;VA;90038012;EMP;8300.0;Bienestar;Bienestar Emp;VentaInterna;Normal
5/12/2023;145085;40;VA;90120903;EMP;8300.0;Bienestar;Bienestar Emp;VentaInterna;Normal
18/10/2023;135175;10;CT;90033066;EMP;441100.0;CES;CES Educa;VentaInterna;Especial
15/06/2023;106388;20;VA;90163036;EMP;65600.0;Bienestar;Bienestar personas;VentaInterna;Normal
13/12/2023;142825;10;CT;90137760;EMP;3430000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
18/10/2023;134686;20;VA;90049006;EMP;145200.0;Bienestar;Bienestar personas;VentaInterna;Normal
21/11/2023;140736;20;VA;81100205;EMP;1389282.0;SedeExterna;Vivencias;VentaInterna;Especial
22/11/2023;142926;40;VA;83006453;EMP;23500.0;Bienestar;Bienestar personas;VentaInterna;Especial
1/08/2023;999999;10;TU;80024892;;395862.0;SedeExterna;Viaje;VentaInterna;Normal
19/07/2023;112698;10;VA;90146051;EMP;127800.0;Bienestar;Bienestar personas;VentaInterna;Normal
22/10/2023;999999;10;TU;89098006;;600000.0;SedeExterna;Viaje;VentaInterna;Normal
20/11/2023;142285;210;VA;90057518;EMP;8700.0;Bienestar;Bienestar Emp;VentaInterna;Normal
22/08/2023;120707;10;VA;90124009;EMP;609900.0;CES;CES Educa;VentaInterna;Especial
15/06/2023;105975;170;VA;90038012;EMP;9900.0;Bienestar;Bienestar Emp;VentaInterna;Normal
20/11/2023;135627;40;VA;80002162;EMP;544008.0;SedeExterna;Vivencias;VentaInterna;Especial
31/10/2023;134601;20;VA;90120903;EMP;8700.0;Bienestar;Bienestar Emp;VentaInterna;Normal
13/09/2023;126453;10;VA;90034319;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/09/2023;127540;20;VA;80004254;EMP;257500.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/08/2023;121145;10;CT;83006453;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/12/2023;142846;20;VA;90159042;EMP;931204.0;SedeExterna;Vivencias;VentaInterna;Especial
20/12/2023;137574;70;CT;90062268;EMP;494428.0;SedeExterna;Vivencias;VentaInterna;Especial
29/06/2023;107619;20;VA;80005670;EMP;360500.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142014;10;VA;81103019;EMP;98400.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/12/2023;137574;20;CT;90062268;EMP;649133.0;SedeExterna;Vivencias;VentaInterna;Especial
26/10/2023;134570;10;VA;90132874;EMP;975000.0;SedeExterna;Vivencias;VentaExterna;Especial
8/08/2023;113086;10;VA;83010769;EMP;219400.0;Escuela;CES Emp;VentaInterna;Normal
12/12/2023;142746;10;VA;90026899;EMP;4060000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
18/07/2023;112276;10;VA;90001474;EMP;63900.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/06/2023;107752;10;VA;90062588;EMP;91200.0;Ahorro;Seguros;VentaInterna;Normal
29/11/2023;133156;10;CT;89090703;EMP;234200.0;CES;CES Emp;VentaInterna;Normal
12/12/2023;142672;20;VA;89098535;EMP;2254010.0;SedeExterna;Vivencias;VentaInterna;Especial
31/10/2023;137059;40;CT;81103019;T.A.;55300.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/11/2023;141610;10;VA;90093130;EMP;4060000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
15/06/2023;105975;20;VA;90038012;EMP;75500.0;Bienestar;Bienestar Emp;VentaInterna;Normal
26/12/2023;136957;30;CT;90144635;EMP;802888.0;SedeExterna;Vivencias;VentaInterna;Especial
19/10/2023;107884;30;VA;90026385;EMP;120000.0;SedeExterna;Vivencias;VentaInterna;Especial
6/10/2023;133078;10;CT;81102980;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142285;360;VA;90057518;EMP;12900.0;Bienestar;Bienestar Emp;VentaInterna;Normal
31/10/2023;135384;20;VA;90124027;EMP;257500.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/12/2023;144674;10;VA;81102640;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
13/10/2023;134824;10;VA;80009002;EMP;131800.0;CES;CES Educa;VentaInterna;Especial
17/11/2023;121241;60;VA;90066792;EMP;396763.0;SedeExterna;Vivencias;VentaExterna;Especial
18/07/2023;112212;10;VA;81101586;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
22/06/2023;100174;10;VA;81102898;EMP;2864000.0;SedeExterna;Vivencias;VentaInterna;Normal
5/09/2023;118564;10;VA;81103886;T.A.;157800.0;Bienestar;Bienestar personas;VentaInterna;Normal
16/08/2023;118560;10;VA;81103886;T.A.;66700.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/07/2023;112600;30;VA;90124009;EMP;7300.0;Bienestar;Bienestar Emp;VentaInterna;Normal
18/12/2023;145615;10;CT;90098748;EMP;980000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
28/06/2023;107608;10;VA;89090871;EMP;824000.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/09/2023;120141;10;CT;90146051;EMP;2958000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
12/10/2023;133348;20;VA;90137658;EMP;618000.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/11/2023;141207;10;VA;80011782;EMP;125400.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/12/2023;142846;10;VA;90159042;EMP;4060000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
13/12/2023;146329;10;VA;81103886;T.A.;315600.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/07/2023;112492;10;VA;90098377;EMP;48400.0;Bienestar;Bienestar personas;VentaInterna;Normal
23/11/2023;143130;10;VA;80009002;T.A.;68300.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/11/2023;135935;20;VA;90090278;T.A.;128100.0;Escuela;CES Emp;VentaInterna;Normal
6/12/2023;145602;10;VA;90104019;T.A.;133400.0;Bienestar;Bienestar personas;VentaInterna;Normal
24/08/2023;120835;70;VA;90090259;T.A.;108600.0;Bienestar;Bienestar personas;VentaInterna;Normal
1/12/2023;136197;30;CT;89092818;T.A.;31076.0;SedeExterna;Vivencias;VentaExterna;Especial
20/12/2023;148974;60;VA;90038012;EMP;8300.0;Bienestar;Bienestar Emp;VentaInterna;Normal
14/06/2023;106229;20;VA;90120903;EMP;8300.0;Bienestar;Bienestar Emp;VentaInterna;Normal
1/09/2023;115093;50;VA;90022365;EMP;231396.0;SedeExterna;Vivencias;VentaExterna;Especial
28/12/2023;149870;20;VA;90124027;EMP;103000.0;Bienestar;Bienestar personas;VentaInterna;Normal
30/11/2023;141254;10;VA;90043241;EMP;476000.0;SedeExterna;Vivencias;VentaInterna;Especial
